,Image,Label
15805,18671,0
15806,7224,6 4 7
15807,23871,4
15808,19761,3 4
15809,16799,4 7
15810,28172,6 4
15811,16503,6 4
15812,12138,6
15813,17649,6 2 4
15814,22700,1
15815,16208,9
15816,5334,4
15817,6520,6 2 4
15818,6494,4
15819,22831,6
15820,15586,1 4
15821,8128,2
15822,29030,3
15823,719,0
15824,21241,6
15825,22171,3 5 4
15826,25146,4
15827,7758,4
15828,13506,1
15829,25069,6 1
15830,9500,3
15831,12858,4
15832,26530,3 4 7
15833,3071,4
15834,10835,4 7
15835,2998,3 4
15836,11580,7
15837,19494,4
15838,22129,6 4 7
15839,26097,7
15840,17201,6
15841,29432,0
15842,9893,6
15843,15810,2
15844,27397,0 2
15845,25754,8
15846,20250,2
15847,18647,3 4
15848,29575,3
15849,6886,1 2 4
15850,11316,6 4
15851,12927,4 7
15852,14697,9
15853,21014,9
15854,28746,7
15855,26411,4
15856,23992,5
15857,20595,7
15858,22723,8 4 7
15859,7339,2
15860,20965,3
15861,12816,5 4
15862,21933,6 5
15863,2621,0
15864,7077,4
15865,28556,6 4
15866,14487,8 1 4
15867,138,7
15868,18734,3 4
15869,8451,8 6 4
15870,29441,5
15871,23972,6 5
15872,28431,8 6
15873,20983,6
15874,30878,6 4
15875,8836,0 4
15876,29999,1
15877,8076,7
15878,6134,1
15879,12574,8 4
15880,17992,2 4
15881,15747,4 7
15882,26277,5 4
15883,1584,6
15884,613,6 4
15885,12132,0
15886,6706,1
15887,2330,7
15888,13519,6 5
15889,15773,1
15890,6748,4 7
15891,2016,2
15892,2603,4
15893,23234,6 4
15894,14109,6 3 2 4
15895,3196,6 4
15896,2724,0
15897,23590,4 7
15898,20754,2 4
15899,17236,8 4
15900,8147,5
15901,14126,6 4
15902,15864,1 4
15903,30896,3 2 4
15904,4432,3 4
15905,24565,0 5
15906,14000,0 4
15907,13032,2
15908,22649,6
15909,14158,6 0
15910,27165,4
15911,16542,6 4
15912,30378,6 9
15913,7737,2 4
15914,19867,2
15915,610,8 4
15916,28375,0
15917,18442,6 4
15918,14430,3
15919,186,0
15920,21073,6 2 4
15921,7607,0
15922,10536,6
15923,877,2
15924,27546,0
15925,8465,4
15926,11214,8
15927,13455,3 4
15928,8423,3 4
15929,509,9
15930,14412,6
15931,6250,0
15932,28626,1
15933,16581,4
15934,20331,1
15935,26885,4 7
15936,3563,6 1
15937,18106,0 1
15938,14451,2
15939,8109,6 3
15940,27302,1
15941,8057,0
15942,11470,6 2 4
15943,19276,0
15944,1683,6 0
15945,2426,6 4
15946,4356,6 7
15947,23952,6 7
15948,27415,0
15949,8296,6
15950,23579,2 4
15951,5206,4
15952,17154,1 4
15953,24739,9
15954,24603,4
15955,24130,2
15956,28377,8 4
15957,16806,6 2
15958,13583,4
15959,26484,9 7
15960,30039,6 1
15961,11839,4
15962,20945,6 4 7
15963,18401,4
15964,21678,1
15965,10445,2
15966,9844,3
15967,28219,2 4
15968,12477,9
15969,2681,4
15970,25409,3
15971,24064,2
15972,557,6 0
15973,26707,0 4
15974,11573,6
15975,28648,4 7
15976,14294,5
15977,26241,2
15978,8861,0
15979,12265,7
15980,16156,4
15981,19691,6 4
15982,5345,3 4
15983,6796,5
15984,17231,4 7
15985,20030,0
15986,8232,6 4
15987,3427,7
15988,25360,1 4
15989,8146,6
15990,21423,4
15991,29005,7
15992,1719,4
15993,27382,6
15994,28363,6 3 4
15995,27033,6 1 4
15996,18751,2 4
15997,8099,3
15998,18211,6 4
15999,8179,2 4
16000,2513,6 7
16001,8827,6 4
16002,17914,3
16003,28638,6
16004,12828,3
16005,16685,0
16006,5142,3 0 4
16007,25539,1 4
16008,17757,2
16009,3641,9
16010,12525,7
16011,30012,5 4
16012,2567,0 4
16013,1492,0 4
16014,8036,2 4
16015,12331,4
16016,15252,6 3
16017,16186,4
16018,23326,6 3
16019,24794,3
16020,15798,4
16021,20535,4
16022,28989,6 4
16023,13376,6 4
16024,25976,6 2 4
16025,29573,6 4
16026,25073,6 7
16027,14942,6 4
16028,15005,2 4
16029,10659,6
16030,13936,6
16031,8791,0
16032,26702,2
16033,221,4
16034,24736,6
16035,4072,6 1
16036,19345,6 2 4
16037,8825,7
16038,2529,0 2
16039,13015,6
16040,4914,4
16041,19083,6
16042,15161,3
16043,20711,6 4
16044,16760,3
16045,21722,1
16046,29601,9
16047,6578,0 2 4
16048,20109,0
16049,29527,4
16050,3089,9
16051,28969,6 1
16052,4085,1 4
16053,3337,4 7
16054,9507,6 9
16055,1452,9 7
16056,5311,6
16057,6925,8
16058,9196,6 7
16059,11620,6
16060,28290,7
16061,22979,9
16062,5255,0
16063,26895,6 4
16064,16009,6
16065,14512,4
16066,14514,6
16067,11766,2 4
16068,496,3
16069,25482,7
16070,4429,3 4
16071,17795,4
16072,25885,8 4
16073,20964,2 4
16074,23099,4
16075,25948,6
16076,27835,0
16077,6262,4
16078,4473,2
16079,13830,1
16080,28720,1
16081,1210,3
16082,23693,0 4
16083,3357,7
16084,8390,9
16085,665,2 4
16086,11284,3
16087,1094,4
16088,23220,5
16089,29098,9 4
16090,25865,4
16091,2482,6 4
16092,15837,6
16093,10741,6 0
16094,13620,1 2
16095,20376,6 2 4
16096,28046,0
16097,6938,9
16098,19225,9
16099,8345,0 4
16100,23477,1
16101,30225,0 4
16102,21472,0
16103,18048,9 7
16104,6277,6 4 7
16105,21275,4
16106,18981,7
16107,22053,2 4
16108,16183,1 4
16109,17712,0
16110,22622,2
16111,24459,6 1 4
16112,27585,3
16113,5578,4 7
16114,10460,6 1
16115,30215,3
16116,15423,5
16117,19735,5 4
16118,24769,2
16119,11262,4
16120,22731,3 4
16121,15062,6 7
16122,19511,0 4
16123,29185,5
16124,7858,3
16125,23035,0 2
16126,7018,1 4
16127,10128,0 2
16128,14426,7
16129,18179,6
16130,26943,6
16131,16039,6
16132,24585,0 4
16133,29387,6 1 4
16134,22815,1
16135,19458,3 2
16136,7583,4
16137,12475,4 7
16138,18824,6 5
16139,5855,4
16140,5813,4 7
16141,7306,7
16142,9311,6
16143,12698,9
16144,2202,4
16145,9605,1
16146,28370,4 7
16147,16366,9
16148,29979,9 7
16149,10156,2 4
16150,19400,9
16151,15179,8 4
16152,14723,0 4
16153,16375,0
16154,10614,3
16155,29213,6 4
16156,13063,6
16157,14855,4 7
16158,28258,4
16159,16725,2
16160,19763,4
16161,9058,0 4
16162,4589,4
16163,19508,9
16164,28356,0 4
16165,23628,2
16166,23100,0
16167,29329,3 4 7
16168,12141,6 4
16169,18306,9
16170,375,6 2
16171,10615,4
16172,10478,8 4
16173,3122,3 4
16174,18250,2
16175,22963,6 4
16176,21623,2 4
16177,22578,4
16178,8062,8 5 4
16179,19365,0
16180,15422,2
16181,19706,4
16182,16178,4 7
16183,2373,6 9
16184,5507,4 7
16185,10749,0 4
16186,8285,1
16187,25021,3
16188,13882,6 7
16189,16563,2
16190,8801,6 4
16191,4641,5 4
16192,19482,7
16193,18100,4
16194,6065,6 3 4
16195,30437,6 4
16196,17783,1
16197,28110,6 1
16198,4988,1 7
16199,10929,4
16200,3767,5
16201,12849,6 5 4
16202,14043,6 3
16203,6729,0 4
16204,8244,9
16205,23519,6 4
16206,18355,6 4
16207,1108,9
16208,15354,9
16209,26067,6
16210,5445,6 5
16211,13767,1
16212,29945,6 5 4
16213,24898,4 7
16214,16206,7
16215,8131,2 4
16216,9123,3
16217,11183,3 4
16218,28644,3
16219,22841,6 4
16220,4361,6 7
16221,30829,6 4
16222,3857,3 7
16223,28424,0
16224,13937,8
16225,26128,3 2
16226,18984,4
16227,1880,4
16228,30,6 2 4
16229,18329,6 1
16230,2495,7
16231,14869,4 7
16232,7252,6 4
16233,24168,4
16234,11249,4 7
16235,13125,0 2 7
16236,11983,4
16237,25543,6 4
16238,16532,0
16239,19360,4 7
16240,6574,4
16241,6565,3
16242,14038,4 7
16243,5864,0 2
16244,27583,2 4
16245,2993,3 4
16246,22090,8 6
16247,13362,8
16248,16569,5
16249,6192,6 4
16250,15922,6 2
16251,24572,4 7
16252,26777,6 7
16253,25961,1 2 4
16254,9159,4
16255,29753,4
16256,11350,2
16257,21188,4
16258,24450,1
16259,482,6 4
16260,30855,0
16261,2115,6 3 4
16262,25552,1
16263,4070,4
16264,19293,6 2
16265,13898,4 7
16266,9894,6 0
16267,23851,7
16268,29577,6 4
16269,15566,6 7
16270,26127,5
16271,2789,2 4
16272,30525,8 6
16273,23833,6 4
16274,21336,6 4
16275,6843,9
16276,20978,8 6
16277,10598,6 2 4
16278,5842,4 7
16279,1268,6 4
16280,21947,6
16281,8171,4
16282,30661,4
16283,15919,6 4
16284,22286,0
16285,29168,0 4
16286,22551,5 4
16287,14660,6 1
16288,25650,4
16289,25522,3
16290,30117,6
16291,3987,4
16292,22136,6 2
16293,19640,6 4
16294,14157,4
16295,16971,0
16296,19723,6
16297,29321,6 1
16298,10036,3
16299,25343,2 4
16300,4116,4
16301,27961,1 2 7
16302,1351,4 7
16303,21968,1
16304,22237,6 4
16305,5767,0
16306,19331,6 1
16307,4849,8
16308,3236,8 2 4 7
16309,14725,0
16310,20492,1 4
16311,2798,2 4
16312,16114,6 4
16313,23277,6 1 4
16314,8771,6 4
16315,4273,2
16316,19931,8
16317,11362,6 4
16318,2484,0
16319,28412,6
16320,7645,0
16321,8092,5 4
16322,25056,6 5 4
16323,24481,5 4
16324,22015,4 7
16325,29778,6
16326,16032,8 4
16327,7556,2 4
16328,1443,4 7
16329,4458,2 4
16330,28643,6
16331,9566,6 1
16332,20623,0 4
16333,21572,3
16334,14354,6 4
16335,18482,3
16336,8725,8 6
16337,6326,7
16338,27448,3
16339,21496,6
16340,25700,2
16341,21278,0
16342,8452,3
16343,28698,6 5
16344,2446,0 2 4
16345,7188,6
16346,8986,2 4
16347,28442,6 4
16348,11380,4
16349,9724,4 7
16350,15869,4
16351,11864,8 0 4
16352,11801,1
16353,5550,4 7
16354,16106,4
16355,19394,6
16356,5394,0
16357,595,2 4
16358,13560,4
16359,26348,6 5
16360,30338,0
16361,26910,6 0
16362,26553,7
16363,4897,9 7
16364,12428,2 4
16365,1757,3 4
16366,11598,9
16367,11611,4
16368,24677,2 4
16369,20130,2 4
16370,11729,6 4
16371,12237,6
16372,8981,8 4
16373,7196,2 4
16374,4051,6 5 4
16375,14251,6 9
16376,772,0
16377,9537,2 4
16378,19470,1
16379,28655,7
16380,30038,3
16381,29044,2 4
16382,19108,3
16383,26806,4
16384,25749,3 2 4
16385,2709,2 7
16386,4823,6 7
16387,28748,6 4
16388,6595,4
16389,29305,3 4
16390,28115,3
16391,19006,6
16392,2649,6
16393,13609,5
16394,20708,9
16395,17870,8
16396,21136,3
16397,299,8 9
16398,13123,6 4
16399,8978,4 7
16400,12136,2 4
16401,30659,0
16402,27520,6
16403,10744,2
16404,21887,0 4
16405,13784,2
16406,12786,8
16407,6222,4
16408,5322,9
16409,13642,8
16410,14597,4
16411,30771,0 4
16412,911,5
16413,4442,4
16414,12078,1
16415,7436,4
16416,17745,2 4
16417,7759,9
16418,19811,9
16419,10508,1 7
16420,21227,6
16421,5803,6 4
16422,18856,7
16423,20913,1
16424,21196,1 7
16425,7615,2
16426,29093,5
16427,5415,6 4
16428,23371,3 4
16429,15335,6
16430,9400,9
16431,3114,1 4
16432,30022,0
16433,10528,9
16434,17,8 4
16435,24772,6
16436,14533,6
16437,24630,4
16438,23073,4
16439,20400,6 4
16440,3836,7
16441,21874,5
16442,25057,8
16443,14206,1 4
16444,22532,8 6 4
16445,3893,4 7
16446,14436,8 4
16447,3010,3 4
16448,15745,1 4
16449,19266,1
16450,25101,3
16451,20175,0 5
16452,26381,8
16453,16978,0
16454,18164,0
16455,3635,1 2
16456,15362,8
16457,29476,4
16458,24341,6 3
16459,13807,3 4
16460,7843,2
16461,5122,3
16462,26907,4
16463,14138,4
16464,17519,1
16465,10708,6 4
16466,21455,2
16467,9567,6 4
16468,15331,2
16469,14635,2
16470,17879,6
16471,17215,6
16472,4909,9 7
16473,20241,4
16474,22421,6 5 4
16475,2903,3 4
16476,6806,6 4
16477,9603,3 4
16478,25459,4
16479,3351,4
16480,6413,4
16481,200,4
16482,21100,4
16483,1613,3
16484,20883,9
16485,28082,6 4
16486,13580,3
16487,22112,4
16488,4740,6
16489,10606,4
16490,2848,4 7
16491,14305,6 3
16492,29938,2
16493,3851,5
16494,9503,3
16495,30996,4
16496,18622,7
16497,16161,9
16498,5886,9 4
16499,26745,5
16500,10920,6 4
16501,25245,6 4 7
16502,13501,6 3 4
16503,1468,4
16504,26876,6 9
16505,22657,6 2
16506,3634,6
16507,2655,6 4 7
16508,15755,3
16509,26949,6 4
16510,34,0
16511,1970,5 4
16512,5084,6 4
16513,29421,4 7
16514,27742,4
16515,10616,6 5 7
16516,31038,8 4
16517,18465,4
16518,28500,0
16519,1064,6 4
16520,7324,1
16521,14851,6
16522,123,4
16523,10509,1 4
16524,25598,4 7
16525,18186,3
16526,24157,1
16527,19202,3 4
16528,22447,6 3
16529,9368,1
16530,18483,6
16531,6760,6
16532,3526,9
16533,22357,4
16534,21283,4
16535,13655,6
16536,9372,4
16537,12479,6 4
16538,1799,6
16539,2502,1
16540,13721,7
16541,11921,6 2 4
16542,12758,2 4
16543,9834,6 9
16544,21445,0 4
16545,10238,2
16546,23790,0 4
16547,17438,6 1
16548,15848,6 7
16549,17648,0
16550,6539,4
16551,4091,0
16552,7159,6 3 4
16553,25323,6 1
16554,3044,3 7
16555,9645,1
16556,26131,7
16557,20091,8 6
16558,27097,4
16559,7212,2
16560,30366,4
16561,17881,3
16562,17656,8 6 7
16563,26637,9
16564,11225,3 4
16565,21917,6 4
16566,18152,1
16567,8185,4 7
16568,28843,3
16569,16345,2
16570,19951,6 2 4 7
16571,18808,9
16572,6077,0
16573,14549,7
16574,28250,1 4
16575,20079,6 4
16576,14946,6 4
16577,17950,7
16578,7692,6 2 4
16579,9142,4
16580,26868,3 4
16581,12239,1 4
16582,24713,4
16583,26031,6 7
16584,12732,6 0 4
16585,535,6 1 4
16586,3498,4
16587,22192,0
16588,21735,7
16589,5373,6 4
16590,20122,4
16591,22261,7
16592,24269,0
16593,8612,6 4
16594,2604,3 4
16595,28808,6
16596,7391,1
16597,22877,6 2
16598,29607,7
16599,9182,6 3
16600,22078,0 4
16601,11462,4
16602,20900,6 7
16603,26584,6 2 4
16604,24802,6 1
16605,7831,6 4
16606,11714,6
16607,16412,8 4
16608,25582,4
16609,25830,4
16610,12985,7
16611,23644,4
16612,7892,6 4
16613,15744,4 7
16614,30691,9
16615,23351,9
16616,29849,6 7
16617,25962,0
16618,18744,0
16619,6167,6 4
16620,1404,2 4
16621,6267,2
16622,14918,6 0
16623,15085,3 4
16624,28296,3 2
16625,3919,7
16626,25666,0 2
16627,1844,2 4
16628,2956,5
16629,27435,8 4
16630,28546,8
16631,17504,6 9 5 7
16632,30723,0
16633,10524,8 5
16634,11308,7
16635,26953,1
16636,25435,6
16637,3914,2 4
16638,22120,6 4
16639,25283,6 4
16640,15920,4
16641,20861,6
16642,15926,3
16643,30103,0
16644,23133,6 9
16645,7767,5
16646,14392,8
16647,26681,7
16648,23230,6 0 4
16649,24026,1 2 4
16650,8359,6 4
16651,4854,6 4
16652,13875,6 2
16653,6436,5
16654,13186,9
16655,24007,6 4
16656,294,0
16657,8220,3
16658,11307,6 9
16659,15116,5
16660,21907,6 4
16661,25538,6
16662,17065,2
16663,2220,8
16664,13454,4 7
16665,18328,1 4
16666,12488,5
16667,8127,6 7
16668,29344,0
16669,10358,6
16670,13382,4 7
16671,12047,9 7
16672,18225,1
16673,19263,4
16674,29584,4
16675,16853,1
16676,26535,4
16677,12194,4
16678,20394,6
16679,16344,7
16680,29362,9
16681,1754,0 4
16682,24507,5
16683,22267,6
16684,28649,9 7
16685,12198,1
16686,19446,6
16687,10131,8 6 4
16688,3712,4
16689,4855,8 2
16690,20059,4
16691,27102,5
16692,15295,6 4
16693,28681,6 4
16694,6469,6 4
16695,25404,6
16696,15452,4
16697,6182,4 7
16698,22905,4
16699,17075,6 2 4
16700,17813,2
16701,2440,3 4
16702,8323,6 4
16703,3429,6 0 4
16704,17291,5
16705,11109,4
16706,29846,4
16707,8360,7
16708,3993,2 7
16709,21207,7
16710,342,7
16711,749,6
16712,18121,5 4
16713,16502,6 4
16714,12547,5 4
16715,4272,3 4
16716,21401,9 7
16717,8942,2 4
16718,17381,6
16719,19113,3
16720,7348,7
16721,10279,7
16722,8373,6 3 2 7
16723,30535,3 4
16724,29978,4
16725,22440,9
16726,26072,5
16727,25549,3 5
16728,17876,6
16729,17885,6 7
16730,25923,0
16731,22707,6
16732,15506,0
16733,16592,2 4
16734,2574,6 4
16735,3305,0 4
16736,1314,2 4
16737,3326,4
16738,5535,9
16739,6489,0
16740,8871,0 2 4
16741,17305,6 4
16742,14030,6 2 4
16743,21575,4 7
16744,27811,4
16745,27769,4
16746,5189,3 2
16747,10588,6
16748,11837,6 0
16749,419,7
16750,25064,2
16751,25932,4
16752,13238,2
16753,9588,6 2 4
16754,30837,8 4
16755,3719,4
16756,11834,6
16757,8095,9
16758,5309,3
16759,3565,6
16760,19715,7
16761,16704,1
16762,21780,5
16763,22921,6 2
16764,10977,6 2
16765,13151,3
16766,19235,2 4
16767,30597,6 2
16768,7826,4
16769,16433,6 4 7
16770,17165,8
16771,9910,3
16772,27872,6 4
16773,28501,2 4
16774,27421,0
16775,5349,8 6 7
16776,18546,1 4
16777,7681,4
16778,2353,6
16779,20312,5
16780,16812,7
16781,6116,6
16782,30289,6 4
16783,29676,1
16784,30182,4
16785,1246,4
16786,3566,1
16787,441,9 7
16788,23086,4
16789,12315,5 4
16790,11464,6
16791,20607,7
16792,21659,1
16793,6535,3
16794,2125,0 4
16795,25171,3
16796,30121,6 4
16797,21072,6
16798,14368,6 4
16799,17548,6 1
16800,3412,4 7
16801,14768,0 4
16802,708,0
16803,2199,2
16804,1507,6
16805,1307,0
16806,29581,4
16807,23177,2
16808,3705,5 4
16809,28532,5
16810,18695,0
16811,6078,0
16812,24310,3 4
16813,24976,4
16814,15035,2
16815,21368,4
16816,22878,0 4
16817,11526,0 4
16818,12257,1
16819,222,8 6 4
16820,27616,6 4
16821,17132,8 0
16822,21225,4
16823,17199,6 9
16824,17718,6 4 7
16825,16247,2
16826,9308,8
16827,29029,6
16828,7158,4
16829,7649,6 4
16830,15527,6 3 4
16831,295,6
16832,17248,0
16833,16558,3
16834,30968,6 1
16835,27383,9
16836,16450,2
16837,18851,4
16838,25150,3
16839,27947,1
16840,7480,3
16841,3494,6 4
16842,26387,4
16843,3264,0 2 7
16844,13548,8
16845,10645,4
16846,457,3 4
16847,13008,0
16848,14775,3
16849,5008,6 4
16850,15195,0 2 4
16851,24635,6
16852,2346,6 4
16853,23365,8
16854,11322,8 4
16855,19762,0
16856,8263,3 4 7
16857,30701,3 4
16858,9166,0 4
16859,13108,1
16860,22264,6 3 4
16861,19876,6
16862,18162,0 2
16863,6393,6
16864,3897,8 6
16865,16515,6 0 4
16866,22571,6
16867,9817,6 1
16868,13113,2 4
16869,13036,9
16870,7807,8
16871,18132,3 4
16872,25164,6 9
16873,6782,6 4 7
16874,15459,4
16875,8492,6 1
16876,11135,6 3 4 7
16877,26342,6
16878,27313,0 9
16879,22445,6 0 4
16880,26897,9
16881,5932,9
16882,5431,9
16883,3191,3 2 4
16884,23207,9
16885,18810,4
16886,329,8 6 4
16887,8404,6
16888,3686,0
16889,16864,8 4
16890,10646,6 4
16891,12119,2
16892,18691,0
16893,9604,2
16894,22609,2 4
16895,11751,6 4
16896,15010,2
16897,30972,6
16898,23985,8 6
16899,17370,7
16900,4617,9
16901,12823,4
16902,30073,4
16903,3137,6 3 4
16904,27582,2
16905,5002,8
16906,7587,6 4
16907,40,4
16908,23574,2
16909,20491,7
16910,29516,8 9
16911,946,9
16912,25782,3 4
16913,30314,8 3
16914,3507,4
16915,30833,8 6
16916,11456,6 4
16917,5188,4
16918,8879,7
16919,8961,4
16920,27790,4 7
16921,21114,5
16922,29781,0
16923,19218,6 4
16924,20154,7
16925,9418,0 4
16926,24551,9
16927,13224,7
16928,23556,3
16929,2583,3
16930,15197,3 2 4
16931,19104,6
16932,14404,2 4
16933,13968,9
16934,2265,6 9
16935,17447,5
16936,27158,6
16937,22880,6
16938,22750,0
16939,29333,5 4
16940,25612,0
16941,25847,2 4
16942,2946,2
16943,20817,0 4
16944,17243,9
16945,11606,0
16946,20632,2 4
16947,19061,9
16948,29518,7
16949,9434,6 4
16950,5575,6 2
16951,22471,5
16952,23402,6 2
16953,25909,4
16954,25801,3 9 7
16955,19658,1
16956,25899,3
16957,29791,7
16958,4113,4
16959,6149,1 4
16960,22626,4
16961,21403,0
16962,7370,2 4
16963,8736,4
16964,22446,6 4
16965,8341,0
16966,10891,0
16967,16525,8
16968,897,6 0 4
16969,21495,4
16970,19969,6 1
16971,22151,9
16972,18113,6 4
16973,28101,6 9
16974,4930,4 7
16975,11506,6 4
16976,27308,2
16977,1127,8
16978,11650,6 3
16979,11399,2
16980,28134,1
16981,29129,1 4
16982,21046,4
16983,17284,1
16984,27406,1
16985,29989,6 9 7
16986,28058,6 4
16987,8157,6 4
16988,10547,6
16989,11841,6 1 7
16990,14910,3
16991,7898,0
16992,19417,6 7
16993,27352,3
16994,9476,1
16995,21625,6 4
16996,25219,1 4
16997,12606,4
16998,28238,2 4
16999,2170,6 2
17000,5081,0
17001,19184,6
17002,15263,7
17003,29535,4
17004,30114,0
17005,28407,6 2 4
17006,7731,6
17007,26759,7
17008,11840,6 7
17009,20880,3 4
17010,14090,4
17011,14800,3 4
17012,21263,8 0
17013,30609,3
17014,4320,6 7
17015,21027,4
17016,8125,6 4
17017,11266,3 7
17018,28065,4
17019,26306,2
17020,63,2
17021,543,6
17022,19817,6
17023,12839,5
17024,18635,9 4
17025,29383,8
17026,3221,1 4
17027,14267,1
17028,24123,4
17029,16727,5
17030,4959,0
17031,30547,4
17032,24354,4
17033,16240,3
17034,13124,8 6
17035,27152,4 7
17036,12655,6 3 4
17037,10446,5
17038,395,6
17039,19879,6 2 4
17040,14363,0
17041,24594,6 2 7
17042,17255,4
17043,10327,8 9 7
17044,4388,4
17045,22012,9
17046,19418,8 4
17047,6651,4
17048,1980,1 4
17049,17587,6 3
17050,20743,6 7
17051,15213,1 4
17052,14534,8
17053,24575,6 2 4
17054,18499,6 5
17055,7052,4 7
17056,25920,6 0
17057,25677,2
17058,2657,1
17059,18006,4 7
17060,10567,0 4
17061,19498,5
17062,29134,6 4
17063,13765,6
17064,15150,6 4
17065,21892,4
17066,10245,5 4
17067,8900,6
17068,28443,3
17069,5492,6
17070,27101,4
17071,8717,6 4
17072,5465,8 4
17073,2598,2 4
17074,12717,6 4
17075,7924,3
17076,3130,6 4
17077,29300,1 7
17078,3631,4
17079,4414,5
17080,6189,6 0 7
17081,15832,4
17082,4719,9 4
17083,732,1 4
17084,19629,6
17085,1742,6 9
17086,17277,5
17087,29819,4
17088,11232,9
17089,26848,2 7
17090,2803,7
17091,16949,4
17092,26020,6 4
17093,16763,1
17094,30770,0 4
17095,27434,9
17096,22272,6
17097,25640,6 9
17098,8047,9
17099,12356,8 7
17100,26624,6 5 4
17101,28182,6
17102,26331,6
17103,20240,7
17104,15986,0 4
17105,24474,6 2
17106,8667,8
17107,15944,0
17108,626,5
17109,29015,6 4
17110,14531,0
17111,12156,4 7
17112,30513,9
17113,1241,4
17114,553,6
17115,27793,6 4 7
17116,28247,6 2
17117,22924,7
17118,13087,1
17119,30427,3 4 7
17120,19866,6
17121,2780,1 4
17122,12837,0 4
17123,22391,0
17124,5442,6 4
17125,4057,6
17126,21220,5 4
17127,23656,3 4
17128,175,3 4
17129,11655,6 4
17130,480,4
17131,23797,6
17132,10436,9
17133,22345,4
17134,981,2
17135,19660,6
17136,2212,6 4
17137,5406,0 4
17138,27949,0 4
17139,5371,6 4
17140,27518,6
17141,29130,0 4
17142,24051,4
17143,3265,9
17144,16994,6 4
17145,13206,1
17146,10355,2 4
17147,21424,3
17148,2569,2
17149,22185,0
17150,16753,0
17151,12609,5
17152,22965,0
17153,4249,6 2
17154,26245,1
17155,11036,3 5
17156,20321,1
17157,5361,6 4
17158,3795,2
17159,26630,6
17160,7194,3
17161,25641,0
17162,24732,6
17163,534,0
17164,2985,9
17165,28171,7
17166,15896,4
17167,1078,1 2
17168,22443,2 4
17169,5374,8 4
17170,20446,6 2 4
17171,1258,9
17172,2806,0 4
17173,10067,8 6
17174,8283,0 4
17175,20077,6 4
17176,20445,6 4
17177,6205,4
17178,13251,7
17179,3674,2 4
17180,28852,1 4
17181,25022,4
17182,21305,6
17183,9763,0
17184,20190,9
17185,17913,6 2 4
17186,11738,4
17187,5735,0 4
17188,6141,3 2
17189,14396,0
17190,14631,4
17191,23433,3 4 7
17192,19430,6 1
17193,13336,9
17194,13835,3 4
17195,11512,0 4
17196,3931,8
17197,11747,4
17198,21999,3 5
17199,28780,6 4
17200,15271,8 4
17201,12933,8 4
17202,14566,6 4
17203,22134,0
17204,25936,7
17205,20346,4
17206,26684,6
17207,28299,6 1 4
17208,9184,4
17209,14337,2 4
17210,28602,3
17211,11657,0
17212,6683,1 4
17213,9314,3
17214,4512,7
17215,15433,6
17216,20138,6
17217,6474,3 2
17218,30286,6 1 7
17219,653,4
17220,21341,2 4
17221,17160,6
17222,15094,6
17223,25182,9
17224,22711,6
17225,17850,4
17226,20804,8 7
17227,10566,0
17228,12429,4 7
17229,5049,1
17230,14651,6
17231,26523,4 7
17232,29337,6
17233,10269,4
17234,25226,0 4
17235,22219,0
17236,7115,6 2
17237,11340,5
17238,28806,3
17239,11384,5
17240,10968,4
17241,26611,1
17242,5636,6 1
17243,137,7
17244,1355,0 1 4
17245,18382,2 4
17246,7172,0
17247,22713,6 4 7
17248,30280,4
17249,19431,8
17250,9943,3
17251,1642,2 4
17252,13011,6
17253,29089,5
17254,5784,2
17255,30634,7
17256,2875,6 4
17257,380,3
17258,18319,8
17259,29058,6 4 7
17260,5646,2 4
17261,16769,0
17262,17371,3
17263,24456,6 2
17264,11643,0
17265,24595,7
17266,14663,6 4
17267,29660,1
17268,11582,4
17269,10320,0
17270,15482,7
17271,5276,7
17272,27762,4 7
17273,25958,0
17274,18888,5
17275,4908,4
17276,14785,4
17277,10678,6 4
17278,22259,0
17279,27635,6
17280,6278,4
17281,18770,6 4
17282,7133,4
17283,10123,3 4
17284,14563,9
17285,23718,6
17286,14628,1
17287,6360,5
17288,8026,8 6
17289,25772,6 2
17290,21959,6
17291,26887,5
17292,16800,8 4
17293,27561,4
17294,12109,3
17295,22059,7
17296,14276,0
17297,21909,8 4
17298,19021,0
17299,29011,2
17300,18588,3 4
17301,24065,3
17302,17939,4
17303,18986,6 1
17304,23021,4
17305,27560,3
17306,7238,6 0 7
17307,3962,7
17308,1120,4
17309,12353,0 2
17310,17679,9
17311,9782,1 4
17312,316,5
17313,7707,4
17314,11641,2
17315,19411,4
17316,20714,4
17317,27368,8 4
17318,13780,6 4
17319,1496,6 4
17320,31027,4
17321,7761,0
17322,27358,8 4
17323,7113,2
17324,5499,4
17325,5409,4
17326,13693,9
17327,21011,2
17328,14654,4
17329,729,6 1
17330,4268,6 4
17331,2845,9
17332,7836,6 7
17333,12202,1
17334,12008,6
17335,9387,3 7
17336,10555,3
17337,9227,0 2
17338,9471,6 0 4
17339,19670,7
17340,12718,6 4
17341,21858,4
17342,20193,2 4
17343,27127,4
17344,29789,4 7
17345,29549,4
17346,5230,6 4
17347,30751,1
17348,30406,6 4
17349,20669,0 4
17350,16340,4
17351,6395,4
17352,4612,6
17353,15413,1
17354,24018,7
17355,13861,3
17356,783,6 5
17357,17888,8
17358,9078,7
17359,3834,5
17360,20569,3
